review,actual_stars,predicted_stars,raw_response,valid_json,error
"Uh-oh. Where am I? 

The view from atop the mountain is superb. The city can be seen in all directions. Look, there's Downtown 1 and Downtown 2. And a bunch of houses under construction. And look at that sky. Wowza. 

Ok, so stopping to enjoy the view is one thing. Stopping to figure out where the hell you are is another. ""Don't worry,"" I told my friend. ""This city is laid out in a grid. If anything, we can walk down the other side of the mountain and cut back across on the street."" Oh, little did I know. 

Let me give you the back story. I've been to South Mountain twice. The first time was C",3.0,3.0,"[
  {
    ""review_id"": 5547,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 35,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8362,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1513,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 9317,
    ""predicted_stars"": 5
  }
]",True,
"Mmmmm, Mmmmmm, Great food.  The popcorn shrimp here are to die for-they leave a wonderful lasting impression.  So does their desert plate...The service was wonderful and quick and attending to us.  Also, we had been lounging at the pool all day and were not looking so sharp but they didn't seem to have a dress code or anything as they were more than welcoming.  It is a bit pricey but i'm not sure you can expect anything less when going to a W Hotel.  I recommend this place to anyone who wants a more chic sushi experience, cool atmosphere, doesn't mind paying the extra dollar and enjoys tasty f",4.0,5.0,"[
  {
    ""review_id"": 5547,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 35,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8362,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 1513,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 9317,
    ""predicted_stars"": 5
  }
]",True,
"Decor  functional 
Staff friendly and are really kind to our toddler
food rocks  within my  limited range of  red and yellow curries ( so much so they suggested I try something else, hey it's not my fault these are so good that I didn't want to risk anything lesser. 

Prices are a bargain for entrees,  spice is there, they really get the request to make it very very hot.   This is probably the best bargain  in North Phoenix for  spice hounds",4.0,5.0,"[
  {
    ""review_id"": 39,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4819,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3465,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1760,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2304,
    ""predicted_stars"": 1
  }
]",True,
"I was looking for a comforter for my new bed when I realized that this B,B, and B was close by so I stopped in to look around.  This is a nice store, It was organized well and the sales people were nice, not pushy.  I did not find a comforter but I did find several other things.  They have a nice selection of quality products and those 20% off coupons I get in the mail aren't bad either.  Prices can be a little high on some things but with that coupon they are about right.  I spent about an hour browsing through the store. They have a great knife section, coffee pots, food processor and all ma",4.0,4.0,"[
  {
    ""review_id"": 39,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4819,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3465,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1760,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2304,
    ""predicted_stars"": 1
  }
]",True,
"I had lunch today at CASK 63 with a banker to discuss our collective power to create business in the Phoenix Market. I HAD THE ABSOLUTE BEST CRAB SALAD, I've had since leaving the Gulf Coast of Mississippi. Red Crab Salad....fresh, clean, sweet, crisp..light...in a very well appointed setting. Very  good iced teas as well....hard to find in Phoenix.....Go there...Eat there...you will like it..and we might see one another...who knows...be like nike..just do it...:)",5.0,5.0,"[
  {
    ""review_id"": 39,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4819,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3465,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1760,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2304,
    ""predicted_stars"": 1
  }
]",True,
"While I'm a sushi fan, my husband is a sushi FIEND - we made biweekly trips to his favorite haunt in NYC (Monster Sushi) and if he was on his own for dinner, I could always count on him to be there for a bite.  After relocating to Phoenix, he'd been jonesing hardcore for non-commercial, non-fussy sushi in epic proportions served with a smile.  Our trusted source told us that Kyoto was their favorite and we had to indulge.  The mixed views on Yelp made be a tad nervous, but I like to give places an unbiased chance.  Very glad that I did.

The interior of the place is a little strange given the ",4.0,4.0,"[
  {
    ""review_id"": 39,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4819,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3465,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1760,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2304,
    ""predicted_stars"": 1
  }
]",True,
"If you have to be some place on time, don't use them.  I called at 2pm for a 4:15 taxi to arrive.  At 4:25 they were calling me saying he was right around the corner, and gave me his location.  Estrella called a couple more times to ""verify my address"".  At 4:35 I called them and cancelled the cab and got a ride from my neighbor.  As we pulled out of my neighborhood, we PASSED the cab. He had taken a street that he thought was going to be a through street and got himself lost. This is a TAXI service, they should know how to get around the valley!!  Don't these people use GPS, or MAPS at least?",1.0,1.0,"[
  {
    ""review_id"": 39,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 4819,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3465,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 1760,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2304,
    ""predicted_stars"": 1
  }
]",True,
"When owners/staff changed we kept hoping for the best.  (The friendly owners/cooks of the previous restaurant were top notch, hence the good reviews).  But now, alas. . . Lemon chicken that turned out to be pork (and bad at that), wontons in soup that fall apart, greasy greasy lo mein and eggrolls, it's just not worth it.  Prefer to give locals the business, but this is truly awful, even after many hopeful tries.  Panda Express it is until someone else does a better job.",1.0,1.0,"[
  {
    ""review_id"": 3723,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8284,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4993,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8127,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3032,
    ""predicted_stars"": 4
  }
]",True,
I like it better then Denny's so I stop on by to get some breakfast. It's okay not the best place in the world but if your having a hard time picking between after hours with Dennys and Waffle house I would pick waffle house for sure.,3.0,3.0,"[
  {
    ""review_id"": 3723,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8284,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4993,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8127,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3032,
    ""predicted_stars"": 4
  }
]",True,
"Neat!!!!!!!!!!!!!!!!

This place is like a trip to a non-petting zoo and aquarium and aviary while you dine on fairly decent Mexican food.  I was here for a late brunch and didn't wait at all.  I was near a window that right on the pond, and just about every turtle in the pond crawled out to come on over and see what the Rock was cooking and how I was enjoying it... no joke, see pic!

The ducks and geese were very active in the lagoon, showing off for all the diners, and it thrilled the kids to pieces.  The guacamole is decent and the 3 types of salsa you're given were all good in their own wa",4.0,5.0,"[
  {
    ""review_id"": 3723,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8284,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4993,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8127,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3032,
    ""predicted_stars"": 4
  }
]",True,
"I've been going to this place for years, and they have always stayed true to their own style.  The place is a bit shabby, but the food is delicious. Their prices are decent, not too expensive not too cheap.  The staff is friendly enough, and if anything ever goes wrong, they have no problem fixing it.

All in all, a good place to grab a slice of pizza.",4.0,4.0,"[
  {
    ""review_id"": 3723,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8284,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4993,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8127,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3032,
    ""predicted_stars"": 4
  }
]",True,
"Beer is almost a 4, food is a 3, service was a 4.5.  + Check in deal makes it a 5.  Add that up and divide by the hungry fellow and you get a 4.  

I got a pretzel and an oatmeal stout pulled pork burger.  Forget the pretzel, it's a essentially a utensil to enjoy their amazing sauces.  Even if you don't like pretzels or the sauce, it makes for a great palate cleanser between beers.  The burger was nothing spectacular.  I don't know where the oatmeal stout in the sauce, but it might have been in there. 

Best part of the trip was getting a got a complete education beer mixology.  WHAT PEOPLE MI",4.0,4.0,"[
  {
    ""review_id"": 3723,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 8284,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 4993,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8127,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 3032,
    ""predicted_stars"": 4
  }
]",True,
"I love the layout of this outdoor bar. However, the price of drinks here and the lack of well options is a huge turn off. It's also going to be interesting to see if people are into the idea of an outdoor ""dance club"" once summer comes back around. 

The view is awesome. I'm always up for supporting independent downtown businesses, this place just needs to make some changes to make me want to come back.",3.0,3.0,"[
  {
    ""review_id"": 7938,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9655,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2545,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2592,
    ""predicted_stars"": 1
  }
]",True,
"The waiter got the drink wrong: ""up"" means served strained without ice, not on the rocks, but I was happy about the mistake, The Salmon melted in my mouth and the bread pudding made me fat for hours, but was so worth it.  Great atmosphere and none of our plates were empty when taken away.  I would definitely go back.  Good service, great food, fun atmosphere.  Great flexible hours on a Sunday.  GO !",5.0,5.0,"[
  {
    ""review_id"": 7938,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9655,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2545,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2592,
    ""predicted_stars"": 1
  }
]",True,
I am in love with Yogurtland fro yo!!  It is super delicious and inexpensive!!  I got the coconut and added shredded coconut and mochi pieces...yummm.   Can't wait to go back.,5.0,5.0,"[
  {
    ""review_id"": 7938,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9655,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2545,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2592,
    ""predicted_stars"": 1
  }
]",True,
I found this restaurant when they were located in Buckeye. I have tried everything on the menu probably more than once and have never been disappointed. My favorite is the Red-Chili Frybread with cheese added. The service is excellent there. You always get treated friendly and with a smile!,5.0,5.0,"[
  {
    ""review_id"": 7938,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9655,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2545,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2592,
    ""predicted_stars"": 1
  }
]",True,
"We use to visit this Pub 10 years ago because they had a nice English waitress and excellent fish and chips for the price.  However, we went back a few weeks ago and boy were we disappointed.  The price of the fish and chip dinner went up and they cut the portion in half.  No one assisted us in putting two tables together, we had to do it ourselves.  Two guests wanted a good English hot tea and they didn't brew it in advance, it was just thrown into a small metal tea pot and we had to ask for cream and sugar.  So we've decided there are newer and better places to eat fish and chips, especially",1.0,1.0,"[
  {
    ""review_id"": 7938,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 3039,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9655,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2545,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2592,
    ""predicted_stars"": 1
  }
]",True,
"Writing my 7/29/11 review prompted me to return to this establishment for a manicure. I got there at 9am, but unfortunately the sign on the door states they don't open until 10am. So I ran a few errands and returned at 10am. There was no one in the store and all the lights were out. Again, it is already over 100 degrees outside by 10am. I decided I didn't need a manicure that bad and left.",2.0,1.0,"[  
   {  
      ""review_id"": 1188,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 7966,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 6077,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 107,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 1315,
      ""predicted_stars"": 5
   }
]",True,
This place is way under seasoned.  The beans were ok.  I hate that they use store bought tortillas.  I don't plan on returning.  There are better places near downtown Chandler.,2.0,1.0,"[  
   {  
      ""review_id"": 1188,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 7966,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 6077,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 107,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 1315,
      ""predicted_stars"": 5
   }
]",True,
"If you appreciate a good dive bar, you will love this place!  We came here for the first time when our team was playing in Glendale.  Dos Gringos played host to all BCS fans and it was a blast.  They have giant Jenga, dancing, multiple levels & bars and a great outdoor space. The facilities are a little beat, definitely a place where you don't want to touch anything in the bathroom, at least when it is packed.   The bar staff does a good job of managing the crowd and I never felt like I was wasting time begging for them to ask me what I wanted.

We returned for a bachelorette party and althoug",4.0,4.0,"[  
   {  
      ""review_id"": 1188,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 7966,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 6077,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 107,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 1315,
      ""predicted_stars"": 5
   }
]",True,
"As Target's go this one is standard fare. That consistency is part of their brand recognition. However, as a part of the Up-Scale Desert Ridge Shopping Center, I'd expect a bit more than a Standard Target. Don't they have some sort of a Flagship Target?

Also traffic and parking can be atrocious at Desert Ridge. I drive to Target's and WalMart's much further from my house because the round trip time is less when I don't have to negotiate the teen packed Desert Ridge lot. Probably safer too.",3.0,3.0,"[  
   {  
      ""review_id"": 1188,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 7966,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 6077,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 107,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 1315,
      ""predicted_stars"": 5
   }
]",True,
"Let's rewind four years:

""You've never been to Chino Bandido?""
""No, what is it?""
""How long have you lived here?""
""About eleven years, but a bunch of those years were when I was a toddler, and I just moved back from a few years in Flagstaff.""
""And you've never been to Chino?""
""NO. What is it?""
""Amazing.""
""Take me there.""
""Okay.""

Yet we never went.

On the drive home from the Children's Museum of Phoenix, I realized that I was hungry, on a budget, and Chino Bandido was not too far off of path.  I ran the plan by my father, checking to make sure that would be an appropriate Father's Day dinner.",4.0,5.0,"[  
   {  
      ""review_id"": 1188,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 7966,
      ""predicted_stars"": 1
   },
   {  
      ""review_id"": 6077,
      ""predicted_stars"": 4
   },
   {  
      ""review_id"": 107,
      ""predicted_stars"": 3
   },
   {  
      ""review_id"": 1315,
      ""predicted_stars"": 5
   }
]",True,
"Ahh man,
.....I REALLY wanted this to be good.

But honestly, you end up with something that's more like ""flame broiled"" than the earthy wood-fired imagery you pick up from their corporately consistent signage, menu, and decor.

That being said, it's a cool concept, and great crust- but the signature pizzas like the ""Greek"" end up feeling themed ,and lacking of soul and an intuitive fussing-over that they need to really be crack good.

The salad's, while seemingly possessing all the right stuff- are the same. Too salty/ too soggy, and somehow too rich.
The gelato tastes like it must come from ",2.0,2.0,"[
  {
    ""review_id"": 8187,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 2753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6231,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 2876,
    ""predicted_stars"": 4
  }
]",True,
"WOW what can I say... our friends have eaten here for years and we finally got to eat at Don and Charlie's for the first time in all the years that we have been coming to Spring Training.  

We had an excellent dinner i was in the mood for fish and had the Macademia crusted Halibut.... WONDERFUL!!!!! My hubby had the prime rib and finished off every last juicy bite... the scalloped potatoes were the BEST I have ever had at any restaurant.

Must make this one of our usual stops during our yearly visit to Az.",5.0,5.0,"[
  {
    ""review_id"": 8187,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 2753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6231,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 2876,
    ""predicted_stars"": 4
  }
]",True,
"Favorite Pho in the phoenix area so far.  
Great, tender meat in my pho chin nam (#8).
I see they also have bun bo hue on the menu so I'll have to try that sometime soon.    
Nom nom.

Friendly staff.

See ya there!",5.0,5.0,"[
  {
    ""review_id"": 8187,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 2753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6231,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 2876,
    ""predicted_stars"": 4
  }
]",True,
Wasn't impressed. Dressing tasted like a store bought bottle dressing and tomatoes very very mushy.,2.0,1.0,"[
  {
    ""review_id"": 8187,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 2753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6231,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 2876,
    ""predicted_stars"": 4
  }
]",True,
"This review is specifically for my experience at Trader Vic's last night (a Saturday night) for Happy Hour (4pm - 7pm).

My wife and I and two friends had a great time!  We spent the Happy Hour in their outdoor bar area - so cool - which is slightly shaded and very calming.  The apps were tasty, especially for their low, low prices, and my wife really liked her  vodka cocktail on special.  They didn't have any beers on special, but I had a draft Stella anyway.

Neither of us cared much for the fried calamari, but it wasn't bad, just not our style.  Everything else - the edamame, mini-burger, a",4.0,4.0,"[
  {
    ""review_id"": 8187,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 2753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 9753,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 6231,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 2876,
    ""predicted_stars"": 4
  }
]",True,
"I'm giving the 3 stars solely for 1 reason: 
The veggie sandwich! 

There's normally only 1 person waitressing/taking orders, so expect a slow turn around during breakfast & lunch time. To avoid the crowds I'd pick up a flier in the morning, call around 10 am & pre-order for pick up. If I had no time to wait to check out I would simply ask for delivery. A girls gotta eat! :)",3.0,3.0,"[
  {
    ""review_id"": 5323,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 799,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 3570,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2894,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2927,
    ""predicted_stars"": 2
  }
]",True,
"Years ago, and I do mean years ago, their Mill Avenue location in Tempe, was outstanding.

As they expanded, the food along with the total expierence has gone DOWNHILL, big time.
Why has this happened ... they're doing franchising.  

I'm suggesting a name change:
""My Big Fat Greek Disappoinment""",2.0,1.0,"[
  {
    ""review_id"": 5323,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 799,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 3570,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2894,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2927,
    ""predicted_stars"": 2
  }
]",True,
"Really?  Because it doesn't get any better than this.  For what it is and for what it's worth this place is truly unique.  A slight step up from a hole in the wall type of place, this quaint spot serves up good, tasty, and satisfying food hot from the kitchen.

What is a pasty?

A pasty's history can be associated with the tin miners in England.  The story goes that these miners were covered head to toe in dust and other nasty stuff and would eat these calzone like dishes as a means to have nourishment without the need to return to the surface.  Supposedly, the miners were able to eat the past",5.0,5.0,"[
  {
    ""review_id"": 5323,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 799,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 3570,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2894,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2927,
    ""predicted_stars"": 2
  }
]",True,
"Oz is a great local bar and a nice change from the bumping Charlie's (which, don't get me wrong, is still a good bar). Booker, the bartender, is the coolest and will bring you any of the toys on the back counter, so long as he has time. The cheap prices, awesome juke box (sorry Korina, we were probably the ones playing all the Madonna) and a chance of spotting Stephanie Ann--the most fabulous drag queen around who really knows her vodka--are but a few of the reasons why I  love this place. It's also walking distance from my BFF's house.",4.0,5.0,"[
  {
    ""review_id"": 5323,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 799,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 3570,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2894,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2927,
    ""predicted_stars"": 2
  }
]",True,
"Love the atmosphere and how trendy rhus place is, reminds me of Nip/tuck kinda, the way they have it set up. I had thd NY strip steak and i don not think it was worth the price. The steak did not come with a side. Sides are ordered seperately. Great customer service, however I don't think I will be eating here again.",3.0,2.0,"[
  {
    ""review_id"": 5323,
    ""predicted_stars"": 3
  },
  {
    ""review_id"": 799,
    ""predicted_stars"": 1
  },
  {
    ""review_id"": 3570,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2894,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 2927,
    ""predicted_stars"": 2
  }
]",True,
"I dropped off a ton of things here when I was liquidating my life in this town and it was a terrific experience.

Their donation program is quick and easy (just drive around to the back of the store and put it in a bin) and really helps out people by selling things at affordable prices and the profits go to provide assistance to the community.

Such great people at this location especially.",5.0,5.0,"[
  {
    ""review_id"": 8178,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 971,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6687,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8575,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2020,
    ""predicted_stars"": 5
  }
]",True,
"I ALWAYS pay in cash at this Panda's. If it wasn't across the street from work, I wouldn't go here at all.

Two separate times I have been double billed on my debit card for my lunch. I'm not saying it was intentional, but either way it is annoying to have to dispute a charge with your bank.

Fair warning.",2.0,2.0,"[
  {
    ""review_id"": 8178,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 971,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6687,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8575,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2020,
    ""predicted_stars"": 5
  }
]",True,
I love love Barrio Cafe. The food is amazing and it is very cute and artsy.,5.0,5.0,"[
  {
    ""review_id"": 8178,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 971,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6687,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8575,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2020,
    ""predicted_stars"": 5
  }
]",True,
"La Condesa is in a rather unassuming location in Phoenix.  But has a nice atmosphere when you get inside.  The first thing I noticed was their huge salsa bar.  We sat down and were brought menus and chips.  I tried most of their salsas.  They all had their own very unique flavor.  the peanut salsa was really interesting.  My favorite was their tomatillo salsa.  

I ordered the Oaxaca Mole taco and a carne asada taco.  The mole was excellent with great flavor.  The carne asada was bland and flavorless...huh?  I dumped salsa on the carne asada taco and when finished was rather disappointed in th",3.0,4.0,"[
  {
    ""review_id"": 8178,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 971,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6687,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8575,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2020,
    ""predicted_stars"": 5
  }
]",True,
"Tried the Restaurant Week special, and chose the Stetson chopped salad, mixed mushrooms with polenta, and bread pudding.  The Stetson chopped was amazing.  The preparation is beautiful when they bring it out, and then the taste is the perfect mix of sweet, savory, crunchy, soft once the salad is mixed up.  I tried some of the testosterone salad, which was decent, and filled with a lot of well prepared beef, but it didn't quite compare to the chopped salad.  

Just as a general side note, if you choose the restaurant week menu and have the chopped salad and then the mushrooms, I think the flavo",5.0,5.0,"[
  {
    ""review_id"": 8178,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 971,
    ""predicted_stars"": 2
  },
  {
    ""review_id"": 6687,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 8575,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 2020,
    ""predicted_stars"": 5
  }
]",True,
"Yum! Delicious tasting pizza, a wonderful atmosphere, and oh those  Nutella crepes are devine!",4.0,5.0,"[
  {
    ""review_id"": 9054,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5359,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3857,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5861,
    ""predicted_stars"": 4
  }
]",True,
"I had a chicken panini and was more than enough! It was dinner and lunch!

They have this special bread that is like a big bun. The people is very friendly and patient to explain their different options. Nice place, and for sandwiches it was just good.",4.0,4.0,"[
  {
    ""review_id"": 9054,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5359,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3857,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5861,
    ""predicted_stars"": 4
  }
]",True,
"I have to admit: I am impressed.

I have been to a few vegan-only-menu restaurants and I was... underwhelmed. Nothing against the raw food movement, but unless it is a raw-specific place, I expect more creativity. Show me what food can do, be, taste like. Don't just cut it up and toss it on a plate.

Four of us came in to eat on a Saturday and the place was PACKED. A good sign, surely, AND it was a really great mix of demographics: young and old, many nationalities, singles, couples, families... we liked that it had a wide appeal.

The place smelled fantastic, too, so we started perusing the m",4.0,5.0,"[
  {
    ""review_id"": 9054,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5359,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3857,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5861,
    ""predicted_stars"": 4
  }
]",True,
"I am a huge fan of local coffee shops with free wifi. I am also a huge fan of iced lattes. I know, how trendy of me, don't judge, I have some weird phobia about drinking hot lattes...I can't explain it...getting off track...anyway! Cartel!

I really like getting my work done here. This is a short walk away from J's place so whenever I'm in town and need to get work done, I head here.
I like the decor, I like the music they play (I don't even need to tune out with my headphones and spotify like I normally do when at coffee shops), and the coffee is pretty good. The ambience is chill and very od",4.0,4.0,"[
  {
    ""review_id"": 9054,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 952,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5359,
    ""predicted_stars"": 5
  },
  {
    ""review_id"": 3857,
    ""predicted_stars"": 4
  },
  {
    ""review_id"": 5861,
    ""predicted_stars"": 4
  }
]",True,
